front_left,front_right,back_right,power,efficiency
"(46.768455505371094,136.965576171875,-3.814697180359872e-08)","(46.76286315917969,137.96554565429688,-3.814697180359872e-08)","(44.76289367675781,137.954345703125,-3.814697180359872e-08)",100000.0,1.0
"(-24.514911651611328,24.115915298461914,0.0)","(-24.517688751220703,25.11591148376465,0.0)","(-26.517681121826172,25.110353469848633,0.0)",100000.0,1.0
"(-45.814064025878906,-2.692984104156494,0.0)","(-44.81407165527344,-2.695797920227051,0.0)","(-44.808441162109375,-0.6958057880401611,0.0)",100000.0,1.0
"(53.469974517822266,-63.84822082519531,0.0)","(53.46956253051758,-64.84822082519531,0.0)","(55.46956253051758,-64.84904479980469,0.0)",100000.0,1.0
"(-103.66776275634766,-15.440448760986328,0.0)","(-102.6678237915039,-15.429239273071289,0.0)","(-102.69023895263672,-13.429365158081055,0.0)",100000.0,1.0
"(-42.1713981628418,88.74689483642578,7.629394360719743e-08)","(-41.17140579223633,88.74408721923828,7.629394360719743e-08)","(-41.165775299072266,90.74407196044922,7.629394360719743e-08)",100000.0,1.0
"(-48.07929611206055,61.6268310546875,0.0)","(-49.079288482666016,61.62964630126953,0.0)","(-49.08491897583008,59.62965393066406,0.0)",100000.0,1.0
"(-8.870722770690918,-58.041229248046875,-3.814697180359872e-08)","(-8.881136894226074,-57.041282653808594,-3.814697180359872e-08)","(-10.881028175354004,-57.062110900878906,-3.814697180359872e-08)",100000.0,1.0
"(109.03010559082031,88.83332824707031,0.0)","(110.03007507324219,88.84014892578125,0.0)","(110.01643371582031,90.84010314941406,0.0)",100000.0,1.0
"(19.451427459716797,13.693309783935547,0.0)","(19.454204559326172,12.693313598632812,0.0)","(21.45419692993164,12.698871612548828,0.0)",100000.0,1.0
"(-114.09993743896484,71.06535339355469,0.0)","(-115.0998764038086,71.05413818359375,0.0)","(-115.07746124267578,69.05426025390625,0.0)",100000.0,1.0
"(-88.62440490722656,13.464378356933594,3.814697180359872e-08)","(-88.62162780761719,12.46438217163086,3.814697180359872e-08)","(-86.62164306640625,12.469940185546875,3.814697180359872e-08)",100000.0,1.0
"(-78.27445220947266,27.466537475585938,-3.814697180359872e-08)","(-78.27722930908203,28.466533660888672,-3.814697180359872e-08)","(-80.27721405029297,28.460975646972656,-3.814697180359872e-08)",100000.0,1.0
"(0.2372293472290039,24.11591339111328,-3.814697180359872e-08)","(0.2344508171081543,25.115909576416016,-3.814697180359872e-08)","(-1.765541434288025,25.1103515625,-3.814697180359872e-08)",100000.0,1.0
"(28.23433494567871,17.262447357177734,3.814697180359872e-08)","(28.237112045288086,16.262451171875,3.814697180359872e-08)","(30.237104415893555,16.268009185791016,3.814697180359872e-08)",100000.0,1.0
"(54.53949737548828,130.95445251464844,0.0)","(54.54508972167969,129.95448303222656,0.0)","(56.54505920410156,129.96568298339844,0.0)",100000.0,1.0
"(-79.03553009033203,13.464378356933594,0.0)","(-79.03275299072266,12.46438217163086,0.0)","(-77.03276824951172,12.469940185546875,0.0)",100000.0,1.0
"(-51.571109771728516,83.65355682373047,3.814697180359872e-08)","(-52.571102142333984,83.65636444091797,3.814697180359872e-08)","(-52.57673263549805,81.65637969970703,3.814697180359872e-08)",100000.0,1.0
"(15.130729675292969,69.21528625488281,3.814697180359872e-08)","(15.129451751708984,70.21528625488281,3.814697180359872e-08)","(13.129453659057617,70.21272277832031,3.814697180359872e-08)",100000.0,1.0
"(109.00959777832031,70.24040222167969,3.814697180359872e-08)","(110.00956726074219,70.24722290039062,3.814697180359872e-08)","(109.99592590332031,72.24717712402344,3.814697180359872e-08)",100000.0,1.0
"(-110.27567291259766,47.665618896484375,0.0)","(-111.2756118774414,47.65441131591797,0.0)","(-111.2531967163086,45.65453338623047,0.0)",100000.0,1.0
"(-113.74401092529297,44.82655715942383,0.0)","(-114.74394989013672,44.81534957885742,0.0)","(-114.7215347290039,42.81547164916992,0.0)",100000.0,1.0
"(-18.106786727905273,13.75467586517334,3.814697180359872e-08)","(-18.1040096282959,12.754679679870605,3.814697180359872e-08)","(-16.10401725769043,12.760237693786621,3.814697180359872e-08)",100000.0,1.0
"(-41.99428939819336,110.94670104980469,0.0)","(-40.99429702758789,110.94389343261719,0.0)","(-40.98866653442383,112.94387817382812,0.0)",100000.0,1.0
"(58.405025482177734,27.8463134765625,3.814697180359872e-08)","(58.40224838256836,28.846309661865234,3.814697180359872e-08)","(56.40225601196289,28.84075164794922,3.814697180359872e-08)",100000.0,1.0
"(-45.82025146484375,-12.643914222717285,-7.629394360719743e-08)","(-44.82025909423828,-12.646727561950684,-7.629394360719743e-08)","(-44.81462860107422,-10.646735191345215,-7.629394360719743e-08)",100000.0,1.0
"(28.89424705505371,-63.898353576660156,0.0)","(28.89383888244629,-64.89835357666016,0.0)","(30.89383888244629,-64.89917755126953,0.0)",100000.0,1.0
"(99.57172393798828,43.14518737792969,3.814697180359872e-08)","(98.5717544555664,43.13836669921875,3.814697180359872e-08)","(98.58539581298828,41.13841247558594,3.814697180359872e-08)",100000.0,1.0
"(105.98680877685547,-22.540983200073242,0.0)","(106.98645782470703,-22.567502975463867,0.0)","(107.03949737548828,-20.568204879760742,0.0)",100000.0,1.0
"(102.81083679199219,81.4181137084961,7.629394360719743e-08)","(101.81086730957031,81.41129302978516,7.629394360719743e-08)","(101.82450866699219,79.41133880615234,7.629394360719743e-08)",100000.0,1.0
"(-6.788642883300781,-64.05912780761719,0.0)","(-6.778227806091309,-65.05906677246094,0.0)","(-4.778336524963379,-65.03823852539062,0.0)",100000.0,1.0
"(-27.72463607788086,27.606998443603516,3.814697180359872e-08)","(-27.727413177490234,28.60699462890625,3.814697180359872e-08)","(-29.727405548095703,28.601436614990234,3.814697180359872e-08)",100000.0,1.0
"(13.275055885314941,-67.39958190917969,0.0)","(13.27464771270752,-68.39958190917969,0.0)","(15.27464771270752,-68.40040588378906,0.0)",100000.0,1.0
"(-16.410551071166992,134.22230529785156,0.0)","(-16.40440559387207,133.2223358154297,0.0)","(-14.404441833496094,133.23463439941406,0.0)",100000.0,1.0
"(-103.70490264892578,-3.2139337062835693,7.629394360719743e-08)","(-102.70496368408203,-3.2027246952056885,7.629394360719743e-08)","(-102.72737884521484,-1.2028504610061646,7.629394360719743e-08)",100000.0,1.0
"(-51.571109771728516,101.18763732910156,0.0)","(-52.571102142333984,101.19044494628906,0.0)","(-52.57673263549805,99.19046020507812,0.0)",100000.0,1.0
"(-51.80812454223633,-0.5866493582725525,0.0)","(-52.8081169128418,-0.5838351845741272,0.0)","(-52.81374740600586,-2.583827495574951,0.0)",100000.0,1.0
"(-65.10530853271484,17.00310707092285,3.814697180359872e-08)","(-65.10253143310547,16.003110885620117,3.814697180359872e-08)","(-63.102542877197266,16.008668899536133,3.814697180359872e-08)",100000.0,1.0
"(-42.327919006347656,-7.602809906005859,3.814697180359872e-08)","(-41.32792663574219,-7.605623245239258,3.814697180359872e-08)","(-41.322296142578125,-5.605630874633789,3.814697180359872e-08)",100000.0,1.0
"(-42.171688079833984,47.906951904296875,-3.814697180359872e-08)","(-41.171695709228516,47.904136657714844,-3.814697180359872e-08)","(-41.16606521606445,49.90412902832031,-3.814697180359872e-08)",100000.0,1.0
"(-12.334269523620605,-61.539649963378906,-3.814697180359872e-08)","(-12.344683647155762,-60.539703369140625,-3.814697180359872e-08)","(-14.344574928283691,-60.56053161621094,-3.814697180359872e-08)",100000.0,1.0
"(-21.116504669189453,17.24631690979004,3.814697180359872e-08)","(-21.113727569580078,16.246320724487305,3.814697180359872e-08)","(-19.11373519897461,16.25187873840332,3.814697180359872e-08)",100000.0,1.0
"(-68.05044555664062,-68.20361328125,7.629394360719743e-08)","(-68.04002380371094,-69.20355224609375,7.629394360719743e-08)","(-66.04013061523438,-69.18272399902344,7.629394360719743e-08)",100000.0,1.0
"(-27.578676223754883,140.04171752929688,3.814697180359872e-08)","(-27.584821701049805,141.04168701171875,3.814697180359872e-08)","(-29.58478355407715,141.02938842773438,3.814697180359872e-08)",100000.0,1.0
"(-48.15026092529297,-42.35014343261719,0.0)","(-49.150230407714844,-42.357688903808594,0.0)","(-49.13513946533203,-44.357635498046875,0.0)",100000.0,1.0
"(-45.66376876831055,91.45674133300781,3.814697180359872e-08)","(-44.66377639770508,91.45393371582031,3.814697180359872e-08)","(-44.658145904541016,93.45391845703125,3.814697180359872e-08)",100000.0,1.0
"(-8.967595100402832,66.78197479248047,3.814697180359872e-08)","(-8.966317176818848,65.78197479248047,3.814697180359872e-08)","(-6.966318130493164,65.78453826904297,3.814697180359872e-08)",100000.0,1.0
"(-72.35594940185547,132.57952880859375,3.814697180359872e-08)","(-72.1331558227539,131.60467529296875,3.814697180359872e-08)","(-70.18341827392578,132.05026245117188,3.814697180359872e-08)",100000.0,1.0
"(109.37694549560547,-28.289520263671875,3.814697180359872e-08)","(110.37360382080078,-28.371150970458984,3.814697180359872e-08)","(110.53687286376953,-26.377826690673828,3.814697180359872e-08)",100000.0,1.0
"(-45.65250778198242,54.716800689697266,3.814697180359872e-08)","(-44.65251541137695,54.713985443115234,3.814697180359872e-08)","(-44.64688491821289,56.7139778137207,3.814697180359872e-08)",100000.0,1.0
"(2.044729709625244,130.7039031982422,3.814697180359872e-08)","(2.0508761405944824,129.7039337158203,3.814697180359872e-08)","(4.050838470458984,129.7162322998047,3.814697180359872e-08)",100000.0,1.0
"(-109.70903778076172,-8.836682319641113,0.0)","(-110.70897674560547,-8.847891807556152,0.0)","(-110.68656158447266,-10.847765922546387,0.0)",100000.0,1.0
"(68.66038513183594,69.32405853271484,3.814697180359872e-08)","(68.65910339355469,70.32405853271484,3.814697180359872e-08)","(66.65910339355469,70.32149505615234,3.814697180359872e-08)",100000.0,1.0
"(-48.347511291503906,-31.03117561340332,3.814697180359872e-08)","(-49.34748077392578,-31.038721084594727,3.814697180359872e-08)","(-49.33238983154297,-33.038665771484375,3.814697180359872e-08)",100000.0,1.0
"(40.902706146240234,42.9388542175293,3.814697180359872e-08)","(39.90279006958008,42.951961517333984,3.814697180359872e-08)","(39.8765754699707,40.9521369934082,3.814697180359872e-08)",100000.0,1.0
"(105.50967407226562,91.80946350097656,0.0)","(106.5096435546875,91.8162841796875,0.0)","(106.49600219726562,93.81623840332031,0.0)",100000.0,1.0
"(-107.17549133300781,-5.852999687194824,3.814697180359872e-08)","(-106.17555236816406,-5.841791152954102,3.814697180359872e-08)","(-106.19796752929688,-3.841917037963867,3.814697180359872e-08)",100000.0,1.0
"(-67.79557800292969,13.495607376098633,-3.814697180359872e-08)","(-67.79280090332031,12.495611190795898,-3.814697180359872e-08)","(-65.79281616210938,12.501169204711914,-3.814697180359872e-08)",100000.0,1.0
"(-45.485809326171875,113.95655822753906,0.0)","(-44.485816955566406,113.95375061035156,0.0)","(-44.480186462402344,115.9537353515625,0.0)",100000.0,1.0
"(-110.63159942626953,73.90441131591797,3.814697180359872e-08)","(-111.63153839111328,73.89319610595703,3.814697180359872e-08)","(-111.60912322998047,71.89331817626953,3.814697180359872e-08)",100000.0,1.0
"(80.05592346191406,69.32405853271484,0.0)","(80.05464172363281,70.32405853271484,0.0)","(78.05464172363281,70.32149505615234,0.0)",100000.0,1.0
"(75.80013275146484,27.8463134765625,7.629394360719743e-08)","(75.79735565185547,28.846309661865234,7.629394360719743e-08)","(73.79737091064453,28.84075164794922,7.629394360719743e-08)",100000.0,1.0
"(99.2938232421875,83.89423370361328,3.814697180359872e-08)","(98.29385375976562,83.88741302490234,3.814697180359872e-08)","(98.3074951171875,81.88745880126953,3.814697180359872e-08)",100000.0,1.0
"(18.092601776123047,27.606996536254883,-3.814697180359872e-08)","(18.089824676513672,28.606992721557617,-3.814697180359872e-08)","(16.089832305908203,28.6014347076416,-3.814697180359872e-08)",100000.0,1.0
"(23.880952835083008,-61.40040588378906,3.814697180359872e-08)","(23.88136100769043,-60.40040588378906,3.814697180359872e-08)","(21.88136100769043,-60.39958953857422,3.814697180359872e-08)",100000.0,1.0
"(22.633373260498047,140.47833251953125,7.629394360719743e-08)","(22.62778091430664,141.47830200195312,7.629394360719743e-08)","(20.627811431884766,141.46710205078125,7.629394360719743e-08)",100000.0,1.0
"(-63.64345932006836,23.973791122436523,3.814697180359872e-08)","(-63.646236419677734,24.973787307739258,3.814697180359872e-08)","(-65.64622497558594,24.968229293823242,3.814697180359872e-08)",100000.0,1.0
"(5.00587272644043,66.78197479248047,3.814697180359872e-08)","(5.0071516036987305,65.78197479248047,3.814697180359872e-08)","(7.007149696350098,65.78453826904297,3.814697180359872e-08)",100000.0,1.0
"(64.23389434814453,13.912023544311523,0.0)","(64.2366714477539,12.912027359008789,0.0)","(66.23665618896484,12.917585372924805,0.0)",100000.0,1.0
"(109.00959777832031,52.289764404296875,3.814697180359872e-08)","(110.00956726074219,52.29658508300781,3.814697180359872e-08)","(109.99592590332031,54.296539306640625,3.814697180359872e-08)",100000.0,1.0
"(82.07384490966797,13.912023544311523,0.0)","(82.07662200927734,12.912027359008789,0.0)","(84.07660675048828,12.917585372924805,0.0)",100000.0,1.0
"(-51.68392562866211,43.56371307373047,3.814697180359872e-08)","(-52.68391799926758,43.5665283203125,3.814697180359872e-08)","(-52.68954849243164,41.56653594970703,3.814697180359872e-08)",100000.0,1.0
"(-26.021493911743164,69.21528625488281,3.814697180359872e-08)","(-26.02277183532715,70.21528625488281,3.814697180359872e-08)","(-28.02277183532715,70.21272277832031,3.814697180359872e-08)",100000.0,1.0
"(11.912341117858887,-57.90179443359375,0.0)","(11.912749290466309,-56.90179443359375,0.0)","(9.912749290466309,-56.900978088378906,0.0)",100000.0,1.0
"(-45.832481384277344,-26.56876564025879,-3.814697180359872e-08)","(-44.83251190185547,-26.561220169067383,-3.814697180359872e-08)","(-44.84760284423828,-24.561277389526367,-3.814697180359872e-08)",100000.0,1.0
"(105.8841781616211,-2.652829647064209,3.814697180359872e-08)","(106.88414764404297,-2.646009922027588,3.814697180359872e-08)","(106.8705062866211,-0.6460564136505127,3.814697180359872e-08)",100000.0,1.0
"(-75.66472625732422,23.973791122436523,-7.629394360719743e-08)","(-75.6675033569336,24.973787307739258,-7.629394360719743e-08)","(-77.66748809814453,24.968229293823242,-7.629394360719743e-08)",100000.0,1.0
"(-65.58702087402344,-64.67781066894531,0.0)","(-65.57659912109375,-65.67774963378906,0.0)","(-63.57670593261719,-65.65692138671875,0.0)",100000.0,1.0
"(103.42320251464844,-8.378132820129395,-3.814697180359872e-08)","(102.42323303222656,-8.3849515914917,-3.814697180359872e-08)","(102.43687438964844,-10.384905815124512,-3.814697180359872e-08)",100000.0,1.0
"(45.055419921875,-61.224239349365234,0.0)","(45.05583190917969,-60.224239349365234,0.0)","(43.05583190917969,-60.22342300415039,0.0)",100000.0,1.0
"(-42.24231719970703,-42.37742614746094,0.0)","(-41.242347717285156,-42.36988067626953,0.0)","(-41.25743865966797,-40.36993408203125,0.0)",100000.0,1.0
"(-48.317176818847656,-3.7964859008789062,3.814697180359872e-08)","(-49.317169189453125,-3.7936716079711914,3.814697180359872e-08)","(-49.32279968261719,-5.79366397857666,3.814697180359872e-08)",100000.0,1.0
"(-14.147552490234375,69.21528625488281,3.814697180359872e-08)","(-14.14883041381836,70.21528625488281,3.814697180359872e-08)","(-16.148828506469727,70.21272277832031,3.814697180359872e-08)",100000.0,1.0
"(56.568546295166016,-67.34944152832031,0.0)","(56.56813430786133,-68.34944152832031,0.0)","(58.56813430786133,-68.35026550292969,0.0)",100000.0,1.0
"(-66.25318908691406,27.466537475585938,0.0)","(-66.25596618652344,28.466533660888672,0.0)","(-68.25595092773438,28.460975646972656,0.0)",100000.0,1.0
"(-23.33162498474121,-58.275184631347656,-3.814697180359872e-08)","(-23.342039108276367,-57.275238037109375,-3.814697180359872e-08)","(-25.34193229675293,-57.29606628417969,-3.814697180359872e-08)",100000.0,1.0
"(-45.72837448120117,-37.503841400146484,0.0)","(-44.7284049987793,-37.49629592895508,0.0)","(-44.74349594116211,-35.4963493347168,0.0)",100000.0,1.0
"(31.04405975341797,13.770248413085938,0.0)","(31.046836853027344,12.770252227783203,0.0)","(33.04682922363281,12.775810241699219,0.0)",100000.0,1.0
"(31.334941864013672,130.95445251464844,-3.814697180359872e-08)","(31.340534210205078,129.95448303222656,-3.814697180359872e-08)","(33.34050369262695,129.96568298339844,-3.814697180359872e-08)",100000.0,1.0
"(109.42031860351562,-7.9288330078125,-1.1444091541079615e-07)","(110.4202880859375,-7.922013282775879,-1.1444091541079615e-07)","(110.40664672851562,-5.922060012817383,-1.1444091541079615e-07)",100000.0,1.0
"(48.55684280395508,-57.72562789916992,-7.629394360719743e-08)","(48.557254791259766,-56.72562789916992,-7.629394360719743e-08)","(46.557254791259766,-56.72481155395508,-7.629394360719743e-08)",100000.0,1.0
"(-3.652191638946533,-67.56016540527344,-3.814697180359872e-08)","(-3.6417765617370605,-68.56010437011719,-3.814697180359872e-08)","(-1.6418849229812622,-68.53927612304688,-3.814697180359872e-08)",100000.0,1.0
"(105.53565216064453,66.41658782958984,0.0)","(106.5356216430664,66.42340850830078,0.0)","(106.52198028564453,68.4233627319336,0.0)",100000.0,1.0
"(-110.47498321533203,60.69489669799805,0.0)","(-111.47492218017578,60.68368911743164,0.0)","(-111.45250701904297,58.68381118774414,0.0)",100000.0,1.0
"(-86.2746810913086,23.944311141967773,0.0)","(-86.27745819091797,24.944307327270508,0.0)","(-88.2774429321289,24.938749313354492,0.0)",100000.0,1.0
"(27.382383346557617,-57.90179443359375,7.629394360719743e-08)","(27.38279151916504,-56.90179443359375,7.629394360719743e-08)","(25.38279151916504,-56.900978088378906,7.629394360719743e-08)",100000.0,1.0
"(-88.88440704345703,27.437057495117188,0.0)","(-88.8871841430664,28.437053680419922,0.0)","(-90.88716888427734,28.431495666503906,0.0)",100000.0,1.0
"(-48.06265640258789,86.64370727539062,0.0)","(-49.06264877319336,86.64651489257812,0.0)","(-49.06827926635742,84.64653015136719,0.0)",100000.0,1.0
"(31.992815017700195,-67.39958190917969,7.629394360719743e-08)","(31.992406845092773,-68.39958190917969,7.629394360719743e-08)","(33.99240493774414,-68.40040588378906,7.629394360719743e-08)",100000.0,1.0
"(-51.571109771728516,64.53668212890625,0.0)","(-52.571102142333984,64.53948974609375,0.0)","(-52.57673263549805,62.53950500488281,0.0)",100000.0,1.0
"(84.98160552978516,66.85720825195312,7.629394360719743e-08)","(84.9828872680664,65.85720825195312,7.629394360719743e-08)","(86.9828872680664,65.85977172851562,7.629394360719743e-08)",100000.0,1.0
"(42.37173843383789,17.40644645690918,-3.814697180359872e-08)","(42.374515533447266,16.406450271606445,-3.814697180359872e-08)","(44.374507904052734,16.41200828552246,-3.814697180359872e-08)",100000.0,1.0
"(-26.157197952270508,136.55038452148438,3.814697180359872e-08)","(-26.16334342956543,137.55035400390625,3.814697180359872e-08)","(-28.163305282592773,137.53805541992188,3.814697180359872e-08)",100000.0,1.0
"(-19.38897705078125,130.7039031982422,0.0)","(-19.382831573486328,129.7039337158203,0.0)","(-17.382869720458984,129.7162322998047,0.0)",100000.0,1.0
"(-19.787832260131836,-64.21853637695312,7.629394360719743e-08)","(-19.77741813659668,-65.21847534179688,7.629394360719743e-08)","(-17.777524948120117,-65.19764709472656,7.629394360719743e-08)",100000.0,1.0
"(-51.83837127685547,-13.035869598388672,7.629394360719743e-08)","(-52.838340759277344,-13.043415069580078,7.629394360719743e-08)","(-52.82324981689453,-15.043357849121094,7.629394360719743e-08)",100000.0,1.0
"(-48.347511291503906,-16.209455490112305,3.814697180359872e-08)","(-49.34748077392578,-16.21700096130371,3.814697180359872e-08)","(-49.33238983154297,-18.216943740844727,3.814697180359872e-08)",100000.0,1.0
"(-113.15940856933594,-13.275642395019531,3.814697180359872e-08)","(-114.15934753417969,-13.28685188293457,3.814697180359872e-08)","(-114.13693237304688,-15.286725997924805,3.814697180359872e-08)",100000.0,1.0
"(-42.34642791748047,-31.442354202270508,3.814697180359872e-08)","(-41.346458435058594,-31.4348087310791,3.814697180359872e-08)","(-41.361549377441406,-29.434865951538086,3.814697180359872e-08)",100000.0,1.0
"(-2.972482204437256,27.606996536254883,0.0)","(-2.9752607345581055,28.606992721557617,0.0)","(-4.975253105163574,28.6014347076416,0.0)",100000.0,1.0
"(-76.34525299072266,16.97187614440918,0.0)","(-76.34247589111328,15.971879959106445,0.0)","(-74.34249114990234,15.977437973022461,0.0)",100000.0,1.0
"(8.410910606384277,-61.40040588378906,3.814697180359872e-08)","(8.4113187789917,-60.40040588378906,3.814697180359872e-08)","(6.411319732666016,-60.39958953857422,3.814697180359872e-08)",100000.0,1.0
"(-113.94332885742188,57.855838775634766,3.814697180359872e-08)","(-114.94326782226562,57.84463119506836,3.814697180359872e-08)","(-114.92085266113281,55.84475326538086,3.814697180359872e-08)",100000.0,1.0
"(-48.064605712890625,103.477783203125,0.0)","(-49.064598083496094,103.4805908203125,0.0)","(-49.070228576660156,101.48060607910156,0.0)",100000.0,1.0
"(-53.34160232543945,136.55715942382812,0.0)","(-53.34775161743164,137.55712890625,0.0)","(-55.347713470458984,137.54483032226562,0.0)",100000.0,1.0
